unique_id,species,kmer_size,madb_time,cogent3_time
ENSG00000204518.fa,Chimpanzee,10,0.006043672561645508,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,15,0.004887580871582031,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,20,0.0046863555908203125,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,25,0.004398822784423828,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,30,0.0052487850189208984,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,35,0.0044345855712890625,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,40,0.004300832748413086,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,45,0.004121303558349609,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,50,0.004009723663330078,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,55,0.004931211471557617,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,60,0.0038115978240966797,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,65,0.0038073062896728516,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,70,0.003925800323486328,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,75,0.003617525100708008,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,80,0.0035860538482666016,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,85,0.0035974979400634766,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,90,0.005277872085571289,0.008650064468383789
ENSG00000204518.fa,Chimpanzee,95,0.003317117691040039,0.008650064468383789
ENSG00000184389.fa,Chimpanzee,60,0.4723951816558838,13.164615869522095
ENSG00000184389.fa,Chimpanzee,65,0.47157955169677734,13.164615869522095
ENSG00000184389.fa,Chimpanzee,70,0.48030829429626465,13.164615869522095
ENSG00000184389.fa,Chimpanzee,75,0.5061030387878418,13.164615869522095
ENSG00000184389.fa,Chimpanzee,80,0.5028781890869141,13.164615869522095
ENSG00000184389.fa,Chimpanzee,85,0.5201051235198975,13.164615869522095
ENSG00000184389.fa,Chimpanzee,90,0.352236270904541,13.164615869522095
ENSG00000184389.fa,Chimpanzee,95,0.5565378665924072,13.164615869522095
ENSG00000143632.fa,Chimpanzee,40,0.07537531852722168,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,45,0.07411408424377441,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,50,0.07147836685180664,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,55,0.18824315071105957,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,60,0.07420754432678223,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,65,0.07624602317810059,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,70,0.07520818710327148,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,75,0.19385266304016113,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,80,0.07780861854553223,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,85,0.07623958587646484,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,90,0.19420742988586426,0.39345669746398926
ENSG00000143632.fa,Chimpanzee,95,0.07649564743041992,0.39345669746398926
ENSG00000169717.fa,Chimpanzee,15,0.02737903594970703,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,20,0.02640223503112793,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,25,0.02591538429260254,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,30,0.02702784538269043,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,35,0.02620983123779297,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,40,0.14479565620422363,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,45,0.024439334869384766,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,50,0.024506092071533203,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,55,0.02427506446838379,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,60,0.024143457412719727,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,65,0.024770021438598633,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,70,0.02404189109802246,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,75,0.023380041122436523,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,80,0.023556947708129883,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,85,0.02386331558227539,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,90,0.02455425262451172,0.06905674934387207
ENSG00000169717.fa,Chimpanzee,95,0.1346285343170166,0.06905674934387207
